id,"term","category",weight
117,"#atx","11",2
118,"#auspol","32",2
119,"#auspol","12",11
120,"#austin","36",12
121,"#austin","10",2
122,"#australia","3",9
123,"#az","18",2
124,"#az","19",5
125,"#bailout","0",13
126,"#bailoutpeoplenotcorporations","0",12
127,"#baltimore","10",12
128,"#bayarea","33",11
129,"#bayarea","28",4
130,"#beach","33",9
131,"#beer","22",5
132,"#beer","12",2
133,"#bekind","33",16
134,"#bernie","30",2
135,"#bernie","0",6
136,"#bernie2020","25",15
137,"#berniesanders","27",11
138,"#berniesanders","26",9
139,"#besafe","33",27
140,"#besmart","33",8
141,"#bettertogether","4",5
142,"#bettertogether","39",2
143,"#biden","0",16
144,"#biden2020","0",12
145,"#biotech","1",10
146,"#birthday","33",9
147,"#birthday","25",3
148,"#bitcoin","8",5
149,"#bitcoin","1",12
150,"#bitcoin","0",5
151,"#blacktwitter","33",15
152,"#blessed","33",12
153,"#blog","33",7
154,"#blog","34",5
155,"#boeing","24",3
156,"#boeing","7",5
157,"#books","33",15
158,"#bored","33",10
159,"#bored","30",20
160,"#boston","38",16
161,"#boston","39",29
162,"#breaking","21",157
163,"#breaking","16",140
164,"#breaking","35",113
165,"#breakingnews","21",18
166,"#breakingnews","16",39
167,"#breakingnus gov't","0",24
168,"#brooklyn","17",3
169,"#brooklyn","3",12
170,"#broward","19",10
171,"#business","34",66
172,"#businesses","27",11
173,"#businesses","26",2
174,"#ca","36",12
175,"#ca","0",2
176,"#cabinfever","33",15
177,"#california","33",73
178,"#california","36",51
179,"#californialockdown","33",37
180,"#californiashutdown","33",16
181,"#californiashutdown","38",6
182,"#calockdown","33",28
183,"#canada","23",7
184,"#canada","12",8
185,"#cancer","34",11
186,"#cancer","11",8
187,"#cannabis","10",19
188,"#capitalism","32",12
189,"#cardib","30",24
190,"#caregivers play a","25",37
191,"#caresact","26",7
192,"#cat","33",6
193,"#cat","30",6
194,"#cats","30",19
195,"#catsofinstagram","33",6
196,"#catsoftwitter","30",16
197,"#cbd","10",9
198,"#ccp","18",12
199,"#cdc","24",23
200,"#cdc","12",34
201,"#cdc","0",34
202,"#census2020","39",15
203,"#challenge","12",9
204,"#chicago","33",44
205,"#chicago","38",18
206,"#childcare","29",20
207,"#chillandlistentovfradio","23",23
208,"#china","3",69
209,"#china","18",160
210,"#chinaliedandpeopledied","18",17
211,"#chinaliedpeopledied","18",33
212,"#chinese","18",16
213,"#chloroquine","5",52
214,"#church","29",8
215,"#climatechange","28",9
216,"#climatechange","7",33
217,"#climatecrisis","8",2
218,"#climatecrisis","28",9
219,"#clinicaltrials","13",2
220,"#clinicaltrials","29",10
221,"#clubquarantine","38",24
222,"#cnn","0",36
223,"#codvid19","38",3
224,"#codvid19","20",8
225,"#coffee","30",16
226,"#colorado","33",11
227,"#colorado","16",8
228,"#comedy","33",18
229,"#comedy","30",18
230,"#community","33",22
231,"#community","27",12
232,"#compassion","34",8
233,"#congress","26",44
234,"#connecticut","38",4
235,"#connecticut","37",15
236,"#construction","10",9
237,"#construction","29",6
238,"#corruptgop","0",10
239,"#corruption","0",10
240,"#corvid19","25",6
241,"#costco","38",13
242,"#cre","34",9
243,"#cre","23",10
244,"#cre","1",8
245,"#crisis","34",25
246,"#crisis","7",10
247,"#cuba","3",7
248,"#cuba","5",6
249,"#cultforgood","25",127
250,"#cuomo","36",9
251,"#cuomo","8",2
252,"#cuomo","1",3
253,"#cure","5",11
254,"#curfew","36",3
255,"#curfew","38",8
256,"#cybersecurity","31",18
257,"#cybersecurity","10",14
258,"#daca","28",31
259,"#dallas","33",15
260,"#dallas","36",3
261,"#dallaslockdown","33",9
262,"#dallaslockdown","25",3
263,"#dance","33",16
264,"#data","8",4
265,"#data","4",21
266,"#dataviz","4",12
267,"#dc","32",16
268,"#dc","35",8
269,"#deepstate","0",8
270,"#defenseproductionact","9",2
271,"#defenseproductionact","0",7
272,"#delivery","30",3
273,"#delivery","23",3
274,"#democrat","18",6
275,"#democrat","0",7
276,"#democrats","26",20
277,"#democrats","18",10
278,"#democrats","0",32
279,"#democratsaredestroyingamerica","25",9
280,"#democratsaredestroyingamerica","8",2
281,"#democratshateamerica","26",5
282,"#democratshateamerica","0",2
283,"#dems","0",9
284,"#denver","33",18
285,"#depression","33",4
286,"#depression","11",1
287,"#detroit","37",8
288,"#detroit","35",2
289,"#dieforthedow","12",9
290,"#disinformation","31",10
291,"#disney","13",3
292,"#disney","2",10
293,"#disneyplus","33",2
294,"#disneyplus","10",8
295,"#distancelearning","32",5
296,"#distancelearning","28",11
297,"#diy","38",9
298,"#doctor","25",5
299,"#doctor","5",5
300,"#doctors","12",24
301,"#dog","33",17
302,"#dogs","33",18
303,"#dogs","13",3
304,"#dogsoftwitter","33",14
305,"#doingmypartco","33",10
306,"#donaldtrump","0",55
307,"#doyourpart","33",11
308,"#drfauci","0",49
309,"#dumptrump","33",8
310,"#dumptrump2020","0",14
311,"#dyk","23",7
312,"#easter","0",29
313,"#eastermassacre","0",16
314,"#ebola","5",10
315,"#ecommerce","34",7
316,"#ecommerce","10",7
317,"#economy","1",62
318,"#edtech","10",15
319,"#education","33",19
320,"#education","23",18
321,"#elearning","34",2
322,"#elearning","17",2
323,"#elearning","28",4
324,"#election2020","0",17
325,"#elpaso","21",6
326,"#elpaso","23",7
327,"#emergency","38",12
328,"#emergency","29",6
329,"#employers","29",8
330,"#ems","9",12
331,"#ems","24",2
332,"#energy","10",3
333,"#energy","29",12
334,"#entertainment","33",5
335,"#entertainment","34",4
336,"#entertainment","7",2
337,"#entrepreneurs","23",1
338,"#entrepreneurs","7",6
339,"#epidemic","5",9
340,"#essential","23",8
341,"#essentialworkers","33",10
342,"#eu","3",9
343,"#europe","3",11
344,"#exercise","30",6
345,"#facebook","33",12
346,"#facebook","8",3
347,"#facemask","38",16
348,"#facemasks","38",11
349,"#facts","17",35
350,"#factsmatter","30",2
351,"#factsmatter","0",10
352,"#factsnotfear","20",10
353,"#faith","33",12
354,"#faith","6",3
355,"#faithoverfear","33",12
356,"#fakenews","18",20
357,"#fakenews","0",28
358,"#fakenewsmedia","15",3
359,"#fakenewsmedia","18",9
360,"#familiesfirst","29",17
361,"#family","33",21
362,"#familytime","30",8
363,"#fauci","0",55
364,"#fda","15",10
365,"#fda","5",14
366,"#fear","33",7
367,"#fear","34",12
368,"#fear","1",4
369,"#fema","33",3
370,"#fema","0",10
371,"#financial","2",8
372,"#firstdayofspring","33",21
373,"#firstresponders","9",29
374,"#fitness","30",17
375,"#flatteningthecurve","12",18
376,"#flattenthecurve","33",248
377,"#flattenthecurve","12",74
378,"#flattenthecuve","33",33
379,"#florida","33",30
380,"#florida","36",62
381,"#florida","37",34
382,"#florida","23",26
383,"#flu","8",36
384,"#food","38",28
385,"#food","20",5
386,"#ford","9",12
387,"#foxnews","12",13
388,"#foxnews","0",35
389,"#france","3",14
390,"#free","27",11
391,"#free","30",6
392,"#freethemall","17",6
393,"#friday","33",11
394,"#fridayfeeling","33",14
395,"#fridaymotivation","33",8
396,"#fridaymotivation","38",2
397,"#fridaythoughts","33",36
398,"#friends","33",11
399,"#fucktrump","38",4
400,"#fucktrump","18",3
401,"#fucktrump","0",5
402,"#fun","30",12
403,"#funny","33",30
404,"#g20","17",19
405,"#gaming","33",9
406,"#gaming","12",2
407,"#gapol","10",6
408,"#gapol","7",4
409,"#gapol","35",8
410,"#gay","33",14
411,"#generalstrike","33",7
412,"#genx","33",14
413,"#genx","25",3
414,"#genz","33",12
415,"#georgia","33",15
416,"#georgia","35",22
417,"#germany","15",2
418,"#germany","3",13
419,"#getmeppe","38",33
420,"#getmeppe","9",13
421,"#getusppe","38",11
422,"#god","33",14
423,"#god","7",3
424,"#gofundme","27",9
425,"#golf","33",4
426,"#golf","14",6
427,"#goodnews","28",18
428,"#google","11",13
429,"#gop","0",56
430,"#gopbetrayedamerica","0",20
431,"#gopslushfund","31",4
432,"#gopslushfund","0",6
433,"#government","33",17
434,"#government","34",8
435,"#grateful","33",5
436,"#grateful","7",10
437,"#gratitude","33",9
438,"#gratitude","1",2
439,"#greennewdeal","12",10
440,"#gym","30",12
441,"#handsanitizer","12",20
442,"#handwashing","12",29
443,"#harveyweinstein","15",22
444,"#harveyweinstein","16",17
445,"#hawaii","23",22
446,"#hawaii","35",18
447,"#health","33",18
448,"#health","10",18
449,"#health","12",73
450,"#healthcare","33",23
451,"#healthcare","34",19
452,"#healthcare","9",35
453,"#healthcare","19",15
454,"#healthcare workers","9",7
455,"#healthcareheroes","33",16
456,"#healthcareheroes","9",19
457,"#healthcareworkers","38",14
458,"#healthcareworkers","9",23
459,"#healthy","33",10
460,"#help","33",27
461,"#hero","33",12
462,"#heroes","9",13
463,"#highered","10",20
464,"#highered","7",6
465,"#hiphop","33",15
466,"#history","33",10
467,"#history","2",2
468,"#hiv","10",9
469,"#hiv","5",12
470,"#hoax","18",18
471,"#hoax","0",3
472,"#hollywood","30",13
473,"#hollywood","2",5
474,"#home","33",11
475,"#home","30",4
476,"#homeless","33",14
477,"#homeless","19",9
478,"#homeoffice","33",8
479,"#homeschool","33",38
480,"#homeschooling","33",37
481,"#hongkong","3",12
482,"#hope","33",34
483,"#hope","13",9
484,"#hospital","33",5
485,"#hospital","12",5
486,"#hospital","19",4
487,"#hospitals","9",21
488,"#hospitals","12",9
489,"#houston","36",22
490,"#houston","37",16
491,"#houstonlockdown","30",7
492,"#houstonlockdown","3",3
493,"#hr","34",21
494,"#humor","33",24
495,"#hydroxychloroquine","5",30
496,"#ibm","31",5
497,"#ibm","5",8
498,"#icu","3",11
499,"#icu","19",5
500,"#icymi","13",8
501,"#icymi","11",11
502,"#icymi","10",16
503,"#idaho","36",9
504,"#idaho","35",3
505,"#idiotinchief","0",12
506,"#illinois","36",15
507,"#illinois","23",10
508,"#illinois","35",17
509,"#imagine","33",6
510,"#imagine","25",12
511,"#immigration","29",15
512,"#impotus","20",4
513,"#impotus","0",13
514,"#india","33",24
515,"#india","3",16
516,"#india","1",12
517,"#indiana","36",9
518,"#indiana","21",5
519,"#indiana","37",4
520,"#infosec","31",10
521,"#innovation","9",12
522,"#innovation","25",10
523,"#insidertrading","0",20
524,"#inspiration","33",8
525,"#instagram","33",11
526,"#instagram","30",2
527,"#insurance","1",19
528,"#inthistogether","38",18
529,"#inthistogetherohio","12",9
530,"#inthistogetherohio","29",4
531,"#investing","1",13
532,"#iran","3",30
533,"#iran","10",15
534,"#iran","7",9
535,"#irs","14",10
536,"#isolation","33",40
537,"#isolation","30",24
538,"#israel","9",16
539,"#it","10",9
540,"#italy","33",37
541,"#italy","3",118
542,"#janatacurfew","17",5
543,"#janatacurfew","3",4
544,"#jantacurfew","17",6
545,"#jantacurfew","12",8
546,"#japan","3",6
547,"#japan","14",7
548,"#jeffreestarapproved","23",9
549,"#jesus","33",13
550,"#job","2",11
551,"#jobs","33",7
552,"#jobs","2",8
553,"#jobs","10",11
554,"#joebiden","20",4
555,"#joebiden","0",13
556,"#kag","33",3
557,"#kag","25",3
558,"#kag","3",1
559,"#karma","16",15
560,"#kentucky","37",8
561,"#kentucky","25",16
562,"#kids","33",21
563,"#kindness","33",10
564,"#kmov","21",10
565,"#kmov","16",5
566,"#kungflu","12",25
567,"#la","33",26
568,"#lacounty","33",9
569,"#lasvegas","22",29
570,"#leaders","7",10
571,"#leadership","34",15
572,"#leadership","7",51
573,"#learning","7",12
574,"#lgbtq","12",12
575,"#liarinchief","0",23
576,"#life","33",23
577,"#live","37",36
578,"#localgov","9",8
579,"#lockdown","33",273
580,"#lockdown","30",49
581,"#lockdownnow","33",55
582,"#lockdownnow","20",19
583,"#lol","33",19
584,"#losangeles","33",78
585,"#losangeleslockdown","33",36
586,"#louisiana","36",29
587,"#love","33",30
588,"#lubbock","21",12
589,"#lubbock","37",3
590,"#ma","16",14
591,"#maddow","0",9
592,"#maga","0",73
593,"#maga2020","0",11
594,"#maine","34",2
595,"#maine","39",8
596,"#manufacturing","34",14
597,"#mapoli","29",13
598,"#marchmadness","20",12
599,"#market","1",8
600,"#marketing","34",30
601,"#marketing","10",11
602,"#martiallaw","33",5
603,"#martiallaw","9",5
604,"#maryland","27",6
605,"#maryland","37",18
606,"#mask","38",21
607,"#masks","38",24
608,"#masks","9",5
609,"#massachusetts","35",27
610,"#math","6",3
611,"#math","8",4
612,"#meded","6",9
613,"#media","31",19
614,"#media","0",9
615,"#medical","38",18
616,"#medical","0",5
617,"#medicareforall","12",27
618,"#medicine","11",5
619,"#medicine","5",5
620,"#medtech","9",6
621,"#medtech","1",4
622,"#medtwitter","38",37
623,"#medtwitter","19",24
624,"#meme","33",7
625,"#meme","25",13
626,"#memes","33",31
627,"#memphis","30",2
628,"#memphis","16",10
629,"#mentalhealth","33",36
630,"#mentalhealth","34",46
631,"#mexico","3",9
632,"#miami","33",7
633,"#miami","22",13
634,"#miami","20",6
635,"#michigan","33",10
636,"#michigan","32",9
637,"#michigan","35",16
638,"#microsoft","38",7
639,"#microsoft","28",2
640,"#military","32",13
641,"#millennials","25",6
642,"#millennials","24",16
643,"#mindfulness","38",7
644,"#minnesota","21",5
645,"#minnesota","32",3
646,"#minnesota","12",3
647,"#misinformation","31",8
648,"#misinformation","32",2
649,"#missouri","36",5
650,"#missouri","16",15
651,"#mitchmcconnell","15",4
652,"#mitchmcconnell","26",3
653,"#mlb","20",11
654,"#momlife","30",7
655,"#momlife","25",5
656,"#mondaymorning","33",22
657,"#mondaymotivation","33",22
658,"#money","33",4
659,"#money","27",7
660,"#money","28",5
661,"#moneyforthepeople","26",574
662,"#movies","30",23
663,"#msm","8",3
664,"#msm","18",3
665,"#msnbc","0",21
666,"#music","33",52
667,"#myquarantineinsixwords","33",12
668,"#myquarantineinsixwords","3",2
669,"#n95masks","38",10
670,"#nancypelosi","26",9
671,"#nancypelosi","0",12
672,"#nashville","33",8
673,"#nashville","10",6
674,"#nationalguard","22",7
675,"#nationalpuppyday","33",11
676,"#nba","20",43
677,"#nc","36",7
678,"#nc","25",3
679,"#nc","39",3
680,"#ncpol","11",6
681,"#ncpol","39",7
682,"#nebraska","38",8
683,"#nebraska","2",4
684,"#netflix","33",6
685,"#netflix","30",24
686,"#nevada","13",3
687,"#nevada","22",6
688,"#nevada","29",7
689,"#new","35",25
690,"#newjersey","38",18
691,"#newjersey","11",3
692,"#newmexico","35",13
693,"#newmusic","30",7
694,"#newnormal","33",13
695,"#neworleans","33",23
696,"#neworleans","20",13
697,"#news","10",32
698,"#news","1",38
699,"#newyork","33",30
700,"#newyork","36",37
701,"#newyork","3",36
702,"#newyorkcity","33",6
703,"#newyorkcity","30",2
704,"#newyorkcity","8",5
705,"#newyorklockdown","20",14
706,"#nfl","20",15
707,"#nhs","33",11
708,"#nintendoswitch","5",16
709,"#nj","38",17
710,"#nola","36",15
711,"#nonprofit","7",7
712,"#nonprofits","27",19
713,"#northkorea","18",11
714,"#notdying4wallstreet","1",7
715,"#notdying4wallstreet","0",17
716,"#notdyingforwallstreet","0",11
717,"#notmeus","12",9
718,"#notmeus","0",4
719,"#now","12",10
720,"#nowplaying","23",24
721,"#nurse","33",9
722,"#nurse","12",5
723,"#nurses","38",11
724,"#nurses","9",14
725,"#nurses","12",8
726,"#nursing","38",14
727,"#ny","33",16
728,"#ny","3",14
729,"#nyc","33",54
730,"#nyc","20",32
731,"#nyc","3",22
732,"#nyc","8",26
733,"#nyclockdown","33",22
734,"#oakland","33",6
735,"#oakland","31",7
736,"#obama","0",12
737,"#ohio","36",14
738,"#ohio","23",30
739,"#ohio","4",15
740,"#ohiolockdown","30",10
741,"#ohiolockdown","1",2
742,"#oil","1",8
743,"#oklahoma","14",17
744,"#oklahoma","35",10
745,"#olderadults","2",36
746,"#olderadults during ","38",19
747,"#olympics","14",16
748,"#olympics2020","14",17
749,"#online","33",2
750,"#online","13",9
751,"#onlinelearning","13",9
752,"#onlinelearning","10",9
753,"#onlyfans","30",9
754,"#oregon","33",4
755,"#oregon","29",5
756,"#orlando","36",2
757,"#orlando","23",10
758,"#outbreak","33",44
759,"#outbreak","8",11
760,"#paidleave","29",12
761,"#pakistan","38",5
762,"#pakistan","3",17
763,"#pandemic","33",271
764,"#pandemic","12",194
765,"#pandemic","7",153
766,"#panic","34",10
767,"#panic","25",4
768,"#panicbuying","33",4
769,"#panicbuying","38",16
770,"#parenting","33",8
771,"#parenting","10",8
772,"#parents","33",11
773,"#parents","7",8
774,"#pelosi","0",10
775,"#pence","8",2
776,"#pence","12",11
777,"#pennsylvania","21",3
778,"#pennsylvania","23",12
779,"#people","33",14
780,"#peopleoverprofits","12",19
781,"#pets","33",12
782,"#philadelphia","33",13
783,"#philadelphia","15",2
784,"#philly","32",11
785,"#philly","23",11
786,"#photography","33",12
787,"#physicaldistancing","33",22
788,"#physicaldistancing","38",8
789,"#physicians","7",7
790,"#pittsburgh","23",9
791,"#podcast","33",14
792,"#podcast","13",34
793,"#politics","33",9
794,"#politics","29",2
795,"#portland","33",3
796,"#portland","2",3
797,"#potus","18",23
798,"#potus","0",34
799,"#potus45","28",1
800,"#potus45","0",5
801,"#ppe","38",57
802,"#ppe","9",40
803,"#ppenow","38",9
804,"#ppeshortage","38",30
805,"#pr","34",11
806,"#pray","33",15
807,"#prayer","33",15
808,"#presidentcuomo","0",11
809,"#presidenttrump","26",2
810,"#presidenttrump","9",7
811,"#presidenttrump","1",3
812,"#pressbriefing","0",59
813,"#pressconference","0",34
814,"#pricegouging","38",2
815,"#pricegouging","39",10
816,"#princecharles","10",7
817,"#princecharles","16",13
818,"#privacy","31",15
819,"#prolife","20",10
820,"#protectnurses","3",85
821,"#protectsallworkers in","19",23
822,"#psa","33",11
823,"#psa","12",10
824,"#publichealth","33",46
825,"#publichealth","9",15
826,"#publichealth","10",12
827,"#puertorico","12",13
828,"#qanon","0",26
829,"#quarantine","33",358
830,"#quarantine","30",493
831,"#quarantineactivities","30",36
832,"#quarantineandchill","30",53
833,"#quarantinecats","30",11
834,"#quarantined","33",25
835,"#quarantined","30",11
836,"#quarantinelife","33",79
837,"#quarantinelife","38",95
838,"#quarantinelife ","30",191
839,"#quaratine","38",1
840,"#quaratine","30",1
841,"#quaratine","25",1
842,"#quaratine","24",1
843,"#quaratine","4",2
844,"#quaratineandchill","33",17
845,"#quaratineandchill","30",53
846,"#quaratinelife","33",104
847,"#quaratinelife","30",218
848,"#quarentine","30",12
849,"#quarentine","25",9
850,"#quarentinelife","33",66
851,"#quarentinelife","30",107
852,"#quote","17",13
853,"#racism","18",19
854,"#racist","18",16
855,"#racistinchief","18",14
856,"#randpaul","15",25
857,"#randpaul","16",32
858,"#reading","33",12
859,"#reading","32",4
860,"#realestate","10",20
861,"#realestate","1",20
862,"#recession","1",21
863,"#recovery","15",2
864,"#recovery","20",11
865,"#remdesivir","5",11
866,"#remote","34",12
867,"#remotelearning","28",20
868,"#remotework","33",8
869,"#remotework","34",35
870,"#remoteworking","34",15
871,"#reopenamerica","0",29
872,"#repost","33",10
873,"#repost","12",38
874,"#republican","0",16
875,"#republicans","0",16
876,"#research","5",12
877,"#resignnow","38",13
878,"#resist","10",10
879,"#resist","0",15
880,"#restaurant","20",10
881,"#restaurants","13",3
882,"#restaurants","23",10
883,"#retail","27",7
884,"#retail","32",9
885,"#retweet","33",11
886,"#rgv","21",11
887,"#rgv","29",6
888,"#rip","21",4
889,"#rip","25",4
890,"#roc","16",12
891,"#roc","35",6
892,"#rona","30",21
893,"#rona","25",18
894,"#rt","32",61
895,"#running","34",1
896,"#running","30",3
897,"#running","1",1
898,"#russia","3",16
899,"#rva","31",2
900,"#rva","37",3
901,"#rva","2",2
902,"#sacramento","27",3
903,"#sacramento","11",2
904,"#sacramento","19",6
905,"#sad","20",4
906,"#sad","23",11
907,"#safe","12",10
908,"#saferathome","33",51
909,"#saferathome","17",12
910,"#safety","10",15
911,"#safetyfirst","12",14
912,"#sales","34",12
913,"#sanantonio","36",5
914,"#sandiego","33",15
915,"#sandiego","22",23
916,"#sanfrancisco","33",25
917,"#sanfrancisco","30",5
918,"#sars","27",19
919,"#sars cov 2","33",22
920,"#saturdaymorning","33",22
921,"#saturdaythoughts","26",5
922,"#saturdaythoughts","20",9
923,"#savelives","33",13
924,"#savelives","38",4
925,"#scams","31",19
926,"#schoolclosures","32",2
927,"#schoolclosures","28",12
928,"#scicomm","34",8
929,"#science","12",5
930,"#science","0",18
931,"#science","5",11
932,"#scientists","17",6
933,"#scientists","5",3
934,"#seattle","33",22
935,"#seattle","22",27
936,"#security","31",15
937,"#selfcare","33",25
938,"#selfcare","30",5
939,"#selfie","33",8
940,"#selfisolation","33",32
941,"#selfisolation","30",13
942,"#selfquarantine","33",30
943,"#selfquarantine","30",69
944,"#senate","26",30
945,"#senatedemocrats","0",12
946,"#seniors","2",44
947,"#seniors during ","38",15
948,"#seniors safe","25",23
949,"#seo","34",15
950,"#seo","10",3
951,"#sex","12",14
952,"#sf","33",3
953,"#sf","14",3
954,"#sf","39",5
955,"#share","33",14
956,"#shelteringinplace","33",18
957,"#shelterinplace","33",200
958,"#shelterinplace order","22",7
959,"#shelterinplace order","39",5
960,"#shelterinplaceca","33",13
961,"#shelterinplaceca","8",2
962,"#shoplocal","38",10
963,"#shutdown","23",14
964,"#shutdown","1",11
965,"#shutdownflorida","17",2
966,"#shutdownflorida","25",11
967,"#shutitdownnow","36",12
968,"#singapore","9",10
969,"#slowthespread","33",11
970,"#slowthespread","29",2
971,"#smallbiz","34",10
972,"#smallbiz","27",21
973,"#smallbusiness","34",28
974,"#smallbusiness","27",27
975,"#smallbusinesses","27",22
976,"#smartnews","15",61
977,"#smartnews","20",46
978,"#smh","22",5
979,"#smh","14",10
980,"#smile","33",10
981,"#social","33",8
982,"#social distancing","33",8
983,"#socialdistanacing","33",131
984,"#socialdistance","33",72
985,"#socialdistancing","38",34
986,"#socialdistancingnow","33",7
987,"#socialdistancingnow","20",8
988,"#socialdistancingpickuplines","25",7
989,"#socialism","31",4
990,"#socialism","7",3
991,"#socialisolation","38",2
992,"#socialisolation","30",13
993,"#socialmedia","10",23
994,"#socialmedia","28",5
995,"#solidarity","33",11
996,"#southcarolina","35",7
997,"#southkorea","15",5
998,"#southkorea","9",5
999,"#southkorea","3",7
1000,"#spain","3",28
1001,"#sports","20",21
1002,"#spring","33",5
1003,"#spring","22",16
1004,"#springbreak","33",19
1005,"#springbreak2020","33",15
1006,"#springbreak2020","22",9
1007,"#startup","10",11
1008,"#startups","34",6
1009,"#startups","9",2
1010,"#startups","10",3
1011,"#starwars","33",10
1012,"#stayathome","33",607
1013,"#stayathome","30",158
1014,"#stayathomechallenge","33",33
1015,"#stayathomechallenge","30",28
1016,"#stayathomeorder","33",125
1017,"#stayathomeorder","30",66
1018,"#stayathomeorder","12",47
1019,"#stayathomesavelives","33",43
1020,"#stayconnected","33",12
1021,"#stayhealthy","12",21
1022,"#stayhome","33",826
1023,"#stayhome","30",225
1024,"#stayhomechallenge","33",14
1025,"#stayhomechallenge","30",7
1026,"#stayhomefornevada","22",9
1027,"#stayhomefornevada","32",6
1028,"#stayhomefornevada","23",3
1029,"#stayhomemn","33",16
1030,"#stayhomen","22",9
1031,"#stayhomen","19",7
1032,"#stayhomesavelives","33",32
1033,"#stayhomesavelives","12",52
1034,"#stayhomestaysafe","33",27
1035,"#stayhometexas","36",11
1036,"#stayhometexas","17",6
1037,"#stayhomeworksafe","15",5
1038,"#stayhomeworksafe","22",2
1039,"#stayhomeworksafe","20",6
1040,"#stayinghome","33",10
1041,"#stayinghome","17",5
1042,"#stayinside","33",21
1043,"#staypositive","33",13
1044,"#staysafe","33",114
1045,"#staysafe ","23",23
1046,"#staysafestayhome","33",66
1047,"#staysafestayhome","30",23
1048,"#staystrong","33",15
1049,"#staythefuckhome","33",13
1050,"#staythefuckhome","9",17
1051,"#stimulus","27",4
1052,"#stimulus","26",14
1053,"#stimulusbill","26",14
1054,"#stimulusbill","0",21
1055,"#stimuluspackage","38",5
1056,"#stimuluspackage","26",17
1057,"#stimuluspackage2020","33",3
1058,"#stimuluspackage2020","26",7
1059,"#stimuluspackage2020 must prioritize","16",15
1060,"#stimulusplan","26",16
1061,"#stl","39",11
1062,"#stock","33",3
1063,"#stock","10",11
1064,"#stockmarket","1",25
1065,"#stockmarket","0",4
1066,"#stocks","1",24
1067,"#stopthespread","33",40
1068,"#stopthespread","23",15
1069,"#stopthespread","12",26
1070,"#stress","24",9
1071,"#strongertogether","34",9
1072,"#stuckathome","33",3
1073,"#stuckathome","7",4
1074,"#students","33",10
1075,"#success","33",4
1076,"#success","34",5
1077,"#success","20",3
1078,"#sundayfunday","33",10
1079,"#sundaymorning","33",11
1080,"#sundaythoughts","33",20
1081,"#sundaythoughts","30",6
1082,"#sundaythoughts","0",15
1083,"#supplychain","34",19
1084,"#supplychain","10",7
1085,"#supportlocal","33",8
1086,"#supportsmallbusiness","33",8
1087,"#survival","38",10
1088,"#survival","10",6
1089,"#symptoms","24",13
1090,"#takeout","38",6
1091,"#tax","34",9
1092,"#tax","38",5
1093,"#tbt","38",7
