id,"term","category",weight
284,"#digitaltransformation","39",10
285,"#disney","23",14
286,"#distancelearning","39",7
287,"#distancelearning","12",13
288,"#diy","33",6
289,"#diy","38",9
290,"#doctor","33",16
291,"#doctors","33",15
292,"#dog","30",6
293,"#dogs","38",18
294,"#domesticviolence","7",9
295,"#domesticviolence","33",2
296,"#donaldtrump","0",41
297,"#donate","33",11
298,"#drfauci","0",46
299,"#drones","32",8
300,"#drones","22",3
301,"#dyk","11",14
302,"#easter","33",371
303,"#easter sunday","33",9
304,"#easter weekend","37",8
305,"#easter2020","33",142
306,"#easterathome","33",15
307,"#eastersunday","33",131
308,"#easterweekend","33",27
309,"#ebola","32",9
310,"#ebola","29",3
311,"#ecommerce","1",19
312,"#economic","27",7
313,"#economic","39",2
314,"#economics","1",11
315,"#economy","26",9
316,"#economy","1",36
317,"#economy","0",16
318,"#edchat","10",10
319,"#edtech","10",15
320,"#education","10",23
321,"#education","39",31
322,"#election2020","0",24
323,"#elpaso","21",20
324,"#emergency","29",7
325,"#employees","2",10
326,"#ems","19",4
327,"#ems","33",5
328,"#endtheshutdown","4",7
329,"#energy","1",8
330,"#entrepreneur","10",2
331,"#entrepreneur","26",11
332,"#entrepreneurs","34",6
333,"#environment","6",8
334,"#epidemic","0",13
335,"#epitwitter","27",3
336,"#epitwitter","23",16
337,"#essential","33",6
338,"#essential","38",15
339,"#essentialworker","33",15
340,"#essentialworkers","33",7
341,"#essentialworkers","38",11
342,"#essentialworkers","6",16
343,"#ethiopia","38",2
344,"#ethiopia","29",7
345,"#eu","32",17
346,"#europe","32",23
347,"#exercise","30",13
348,"#extralifeunited ","27",28
349,"#facebook","33",12
350,"#facemask","38",74
351,"#facemasks","38",33
352,"#facts","33",6
353,"#facts","0",8
354,"#faith","33",24
355,"#fakenews","18",10
356,"#fakenews","0",53
357,"#family","33",39
358,"#farmers","30",5
359,"#farmers","39",2
360,"#fashion","38",21
361,"#fauci","0",91
362,"#faucifraud","0",11
363,"#fbr","38",8
364,"#fda","5",7
365,"#fda","15",5
366,"#fear","10",6
367,"#fear","39",6
368,"#finance","28",5
369,"#finance","0",1
370,"#finance","34",1
371,"#fintech","10",9
372,"#fintech","26",7
373,"#firefighters","10",1
374,"#firefighters","6",6
375,"#firetrump","0",30
376,"#firstresponders","33",8
377,"#firstresponders","6",13
378,"#fitness","33",15
379,"#fitness","12",6
380,"#flapol","36",18
381,"#flatteningthecurve","33",7
382,"#flattenthecurve","17",28
383,"#flattenthecurve","33",60
384,"#flattenthecurve","38",32
385,"#flattenthecuve","33",14
386,"#florida","10",59
387,"#florida","36",59
388,"#flu","26",7
389,"#flu","38",12
390,"#follow","33",10
391,"#food","33",30
392,"#food","6",5
393,"#foodsecurity","1",12
394,"#foxnews","10",16
395,"#foxnews","2",81
396,"#foxnews alert","17",16
397,"#france","26",1
398,"#france","32",6
399,"#fraud","10",5
400,"#fraud","31",4
401,"#free","11",2
402,"#free","14",8
403,"#freedom","23",6
404,"#freedom","0",7
405,"#friday","33",8
406,"#fridayfeeling","33",13
407,"#fridaymotivation","33",16
408,"#fridaythoughts","33",20
409,"#friends","33",7
410,"#frontline","38",8
411,"#frontlineheroes","33",7
412,"#frontlineheroes","9",4
413,"#frontlineheroes","38",10
414,"#frontlineheroes","6",9
415,"#frontlines","33",9
416,"#fun","33",9
417,"#fun","32",2
418,"#fundraising","27",4
419,"#fundraising","5",2
420,"#funny","33",20
421,"#future","33",5
422,"#future","12",2
423,"#gapol","36",3
424,"#gapol","22",10
425,"#gay","30",15
426,"#georgia","32",7
427,"#georgia","25",4
428,"#georgia","37",17
429,"#germany","19",2
430,"#germany","32",8
431,"#getmeppe","13",9
432,"#getmeppe","22",3
433,"#global","33",11
434,"#gloves","38",5
435,"#god","33",25
436,"#golf","26",9
437,"#golf","33",7
438,"#goodfriday","33",85
439,"#goodfriday2020","24",3
440,"#goodfriday2020","33",12
441,"#goodnews","33",14
442,"#goodnews","12",14
443,"#google","9",27
444,"#googlealerts","10",5
445,"#googlealerts","36",13
446,"#gop","0",36
447,"#gopgenocide","33",2
448,"#gopgenocide","0",7
449,"#government","29",22
450,"#governor","39",7
451,"#governors","0",10
452,"#gratitude","10",7
453,"#grocery","9",2
454,"#grocery","1",9
455,"#groceryshopping","33",3
456,"#groceryshopping","38",8
457,"#handsanitizer","38",14
458,"#handwashing","17",6
459,"#handwashing","33",5
460,"#handwashing","38",5
461,"#happyeaster","33",122
462,"#happyeaster2020","33",24
463,"#hawaii","21",22
464,"#hawaii","23",17
465,"#health","33",84
466,"#health","34",16
467,"#healthcare","10",27
468,"#healthcare","7",39
469,"#healthcare","34",32
470,"#healthcare professionals","9",6
471,"#healthcare workers","33",14
472,"#healthcareheroes","33",15
473,"#healthcareheroes","9",45
474,"#healthcareworkers","28",8
475,"#healthcareworkers","9",5
476,"#healthcareworkers","38",10
477,"#healthcareworkers","6",9
478,"#healthequity","6",12
479,"#healthworkers","17",9
480,"#healthy","12",11
481,"#hehasrisen","33",6
482,"#heisrisen","33",15
483,"#help","17",4
484,"#help","33",21
485,"#herdimmunity","5",7
486,"#herdimmunity","38",4
487,"#hero","33",4
488,"#hero","32",2
489,"#hero","14",2
490,"#heroes","33",12
491,"#heroes","6",7
492,"#highered","10",13
493,"#highered","1",6
494,"#highered","39",12
495,"#hinews","10",2
496,"#hinews","23",10
497,"#hiphop","33",22
498,"#history","30",5
499,"#history","14",5
500,"#hiv","32",16
501,"#hoax","0",8
502,"#hoax","39",7
503,"#hollywood","23",12
504,"#holythursday","33",6
505,"#home","33",16
506,"#homeless","33",24
507,"#homelessness","6",11
508,"#homeschool","30",4
509,"#homeschool","12",5
510,"#homeschooling","39",9
511,"#hope","33",43
512,"#hospital","19",13
513,"#hospital","8",4
514,"#hospitals","19",30
515,"#housing","20",6
516,"#housing","1",12
517,"#houston","15",4
518,"#houston","33",6
519,"#houston","36",12
520,"#hr","34",23
521,"#humanity","33",8
522,"#humanrights","18",8
523,"#humor","33",7
524,"#humor","38",17
525,"#humor","23",5
526,"#hydroxychloriquine","19",8
527,"#hydroxychloroquine","5",77
528,"#icu","19",23
529,"#icymi","10",25
530,"#icymi","13",45
531,"#illinois","10",11
532,"#illinois","33",5
533,"#illinois","35",9
534,"#illinois","36",8
535,"#immunity","5",8
536,"#immunity","34",2
537,"#impeachment","0",7
538,"#impotus","0",16
539,"#india","32",43
540,"#indiana","4",14
541,"#inittogether","38",11
542,"#innovation","10",10
543,"#innovation","34",22
544,"#inspiration","28",2
545,"#inspiration","25",5
546,"#instagram","33",7
547,"#insurance","39",20
548,"#internet","20",7
549,"#internet","6",3
550,"#inthistogether","33",55
551,"#iot","9",17
552,"#iowa","30",7
553,"#iowa","35",4
554,"#iphone","38",10
555,"#iran","7",13
556,"#iran","18",49
557,"#irs","26",28
558,"#isolation","33",25
559,"#isolation","30",22
560,"#israel","10",17
561,"#italy","3",23
562,"#italy","32",12
563,"#japan","36",7
564,"#jesus","33",21
565,"#jobs","1",13
566,"#jobs","23",20
567,"#joebiden","0",17
568,"#joeexotic","38",7
569,"#johnprine","16",7
570,"#jokes","33",9
571,"#k12","39",8
572,"#kag","0",17
573,"#kansas","26",8
574,"#kansas","32",8
575,"#kentucky","17",21
576,"#kentucky","35",8
577,"#kenya","17",4
578,"#kenya","15",4
579,"#kids","33",19
580,"#kids","12",6
581,"#kmov","16",10
582,"#kmov","19",4
583,"#ksleg","20",2
584,"#ksleg","13",7
585,"#ksleg","22",4
586,"#kungflu","18",9
587,"#la","33",21
588,"#lacounty","21",4
589,"#lacounty","33",6
590,"#lasvegas","16",8
591,"#lasvegas","9",15
592,"#layoffs","27",11
593,"#leaders","34",7
594,"#leadership","10",13
595,"#leadership","34",56
596,"#learning","39",9
597,"#lgbtq","7",6
598,"#lgbtq","30",10
599,"#liarinchief","20",6
600,"#liberals","25",1
601,"#liberals","0",6
602,"#life","33",19
603,"#live","33",12
604,"#live","37",11
605,"#livepd","38",16
606,"#livestream","33",18
607,"#lockdown","33",167
608,"#lockdown","32",44
609,"#lockdownextended","33",35
610,"#lockdownextended","12",9
611,"#lockdownextension","33",24
612,"#lol","33",16
613,"#losangeles","33",40
614,"#losangeles","38",13
615,"#louisiana","33",13
616,"#louisville","8",6
617,"#louisville","12",4
618,"#love","33",48
619,"#ma","36",9
620,"#maga","32",19
621,"#maga","0",69
622,"#maga2020","0",9
623,"#maine","1",5
624,"#maine","39",1
625,"#manufacturing","9",7
626,"#manufacturing","1",9
627,"#mapoli","32",8
628,"#mapoli","13",2
629,"#marketing","10",18
630,"#marketing","34",33
631,"#maryland","4",24
632,"#mask","38",58
633,"#masks","38",67
634,"#masks4all","38",26
635,"#massachusetts","10",10
636,"#massachusetts","36",14
637,"#maui","16",9
638,"#maui","13",7
639,"#meded","13",10
640,"#media","0",30
641,"#medical","33",9
642,"#medical","14",5
643,"#medicare","13",7
644,"#medicareforall","13",14
645,"#medicareforall","2",6
646,"#medrxiv","17",16
647,"#medrxiv","4",9
648,"#medtwitter","5",14
649,"#medtwitter","24",14
650,"#medtwitter","19",11
651,"#meme","33",11
652,"#memes","33",13
653,"#memphis","26",3
654,"#memphis","9",2
655,"#memphis","37",1
656,"#memphis","0",1
657,"#mentalhealth","33",31
658,"#mentalhealth","34",56
659,"#miami","33",8
660,"#miami","36",8
661,"#michigan","36",39
662,"#microsoft","9",4
663,"#microsoft","2",8
664,"#military","20",8
665,"#military","33",3
666,"#minnesota","35",8
667,"#minnesota","36",10
668,"#misinformation","31",16
669,"#mississippi","28",2
670,"#mississippi","35",9
671,"#missouri","8",6
672,"#missouri","12",3
673,"#missouri","22",9
674,"#mlb","14",13
675,"#mondaymotivation","33",16
676,"#mondaymotivation","32",3
677,"#mondaymotivaton","33",16
678,"#mondaymotivaton","30",3
679,"#mondaythoughts","33",12
680,"#mondaythoughts","0",6
681,"#money","26",9
682,"#money","33",9
683,"#moneyforthepeople","26",336
684,"#moretestsnow","4",12
685,"#mortgage","10",13
686,"#moscowmitch","18",10
687,"#movie","33",6
688,"#movies","33",3
689,"#movies","30",5
690,"#msm","32",4
691,"#msm","18",5
692,"#msm","22",4
693,"#msnbc","0",22
694,"#music","33",29
695,"#music","31",7
696,"#musicforhope","33",13
697,"#n95","38",18
698,"#n95masks","24",2
699,"#n95masks","38",6
700,"#nashville","28",2
701,"#nashville","18",8
702,"#nationalpublichealthweek","5",2
703,"#nationalpublichealthweek","12",5
704,"#nature","33",13
705,"#nature","23",4
706,"#nba","14",15
707,"#nc","33",9
708,"#nebraska","36",14
709,"#netflix","33",15
710,"#nevada","3",14
711,"#nevada","29",13
712,"#new","21",17
713,"#new","35",11
714,"#new","4",11
715,"#newjersey","36",14
716,"#newmusic","33",10
717,"#newnormal","38",17
718,"#neworleans","33",18
719,"#news","10",52
720,"#news","33",24
721,"#news","2",22
722,"#news ","39",24
723,"#newyork","3",19
724,"#newyork","33",27
725,"#newyork","32",27
726,"#newyorkcity","8",11
727,"#newyorktough","15",2
728,"#newyorktough","33",9
729,"#nfl","31",2
730,"#nfl","14",6
731,"#nhpolitics","31",2
732,"#nhpolitics","0",6
733,"#nhs","33",15
734,"#nhs","25",4
735,"#nih","30",2
736,"#nih","0",11
737,"#nj","38",10
738,"#nokxl","25",16
739,"#nola","33",25
740,"#nonprofit","27",7
741,"#nonprofit","2",5
742,"#northcarolina","14",16
743,"#nowplaying","31",12
744,"#nurse","33",12
745,"#nurses","19",18
746,"#nurses","33",17
747,"#nursing","24",4
748,"#nursing","12",8
749,"#nursinghomes","10",7
750,"#nursinghomes","3",9
751,"#ny","33",30
752,"#nyc","33",76
753,"#nyc","36",26
754,"#oakland","10",5
755,"#oakland","38",1
756,"#obama","0",22
757,"#ohio","33",12
758,"#ohio","36",45
759,"#oil","1",11
760,"#oilandgas","12",28
761,"#oklahoma","26",4
762,"#oklahoma","35",6
763,"#oklahoma","23",8
764,"#online","33",6
765,"#online","1",6
766,"#onlinelearning","39",17
767,"#opec","1",4
768,"#opec","2",1
769,"#openamericanow","38",35
770,"#oregon","10",6
771,"#oregon","21",8
772,"#orlando","12",8
773,"#osha","2",6
774,"#osha","29",4
775,"#outbreak","30",6
776,"#outbreak","12",20
777,"#pakistan","32",21
778,"#pandemic","20",117
779,"#pandemic","33",338
780,"#pandemic","0",146
781,"#pandemic","39",162
782,"#pandemics","5",4
783,"#pandemics","20",9
784,"#parenting","33",13
785,"#parenting","22",3
786,"#passover","10",3
787,"#passover","33",19
788,"#passover2020","33",27
789,"#patients","19",24
790,"#payments","26",10
791,"#pdx","33",4
792,"#pdx","25",2
793,"#peace","20",4
794,"#peace","33",5
795,"#peace","32",3
796,"#pedsicu","30",11
797,"#pennsylvania","13",2
798,"#pennsylvania","37",3
799,"#pennsylvania","23",8
800,"#people","33",9
801,"#pets","30",8
802,"#pets","38",8
803,"#pharmacy","15",10
804,"#pharmacy","29",3
805,"#philadelphia","38",14
806,"#philanthropy","27",6
807,"#philly","38",22
808,"#photography","33",19
809,"#photooftheday","33",5
810,"#photooftheday","8",1
811,"#physicaldistancing","10",11
812,"#physicaldistancing","33",12
813,"#pittsburgh","33",7
814,"#pittsburgh","37",2
815,"#pittsburgh","34",2
816,"#plandemic","0",17
817,"#podcast","33",11
818,"#podcast","13",35
819,"#poetry","33",29
820,"#poetrycommunity","33",15
821,"#police","32",16
822,"#police","36",18
823,"#policestate","25",5
824,"#policestate","31",4
825,"#politics","0",17
826,"#pollution","10",10
827,"#pollution","24",5
828,"#popefrancis","32",7
829,"#portland","13",1
830,"#portland","22",3
831,"#portland","29",3
832,"#positive","10",6
833,"#positivevibes","33",7
834,"#positivity","33",10
835,"#potus","0",34
836,"#ppe","9",28
837,"#ppe","38",46
838,"#ppe . tell","4",45
839,"#ppeshortage","38",5
840,"#ppeshortage","39",7
841,"#ppp","26",9
842,"#pr","34",9
843,"#prayer","33",11
844,"#pregnancy","11",9
845,"#pregnancy","25",2
846,"#president","0",12
847,"#pricegouging","10",11
848,"#prison","16",7
849,"#privacy","10",7
850,"#privacy","9",24
851,"#propaganda","31",2
852,"#propaganda","0",9
853,"#protectnurses","38",85
854,"#protectourcare","2",28
855,"#psa","33",7
856,"#psa","31",7
857,"#publichealth","33",13
858,"#publichealth","0",9
859,"#publichealth","6",27
860,"#puertorico","31",10
861,"#puertorico","2",3
862,"#qanon","0",24
863,"#quarantine","33",307
864,"#quarantine","30",244
865,"#quarantineandchill","33",23
866,"#quarantineandchill","30",20
867,"#quarantined","33",14
868,"#quarantined","0",3
869,"#quarantinelife","33",169
870,"#quarantinelife","30",182
871,"#quaratinelife","33",24
872,"#quaratinelife","30",13
873,"#quarentine","33",18
874,"#quarentinelife","33",33
875,"#quarentinelife","30",19
876,"#quote","17",22
877,"#racism","33",3
878,"#racism","18",10
879,"#racism","6",4
880,"#realdonaldtrump","25",4
881,"#realdonaldtrump","0",5
882,"#realestate","10",43
883,"#realestate","1",16
884,"#recession","1",11
885,"#recovery","33",13
886,"#reddawn","0",9
887,"#remdesivir","5",5
888,"#remdesivir","24",19
889,"#remotelearning","39",13
890,"#remotework","10",6
891,"#remotework","23",5
892,"#remotework","34",9
893,"#remotework","39",4
894,"#reopenamerica","8",7
895,"#repost","33",12
896,"#repost","38",37
897,"#republican","0",6
898,"#republicans","0",15
899,"#research","5",10
900,"#research","26",2
901,"#research","14",2
902,"#resilience","34",14
903,"#resist","0",32
904,"#restaurants","23",5
905,"#restaurants","36",5
906,"#resurrectionsunday","33",19
907,"#retail","10",6
908,"#retail","1",23
909,"#retweet","33",13
910,"#rip","16",10
911,"#rip","25",10
912,"#roc","38",17
913,"#rona","33",37
914,"#running","12",14
915,"#russia","18",7
916,"#russia","0",13
917,"#sad","33",12
918,"#safeathome","39",12
919,"#saferathome","33",37
920,"#safety","33",20
921,"#safetyfirst","33",12
922,"#sales","20",1
923,"#sales","11",6
924,"#sanantonio","16",4
925,"#sanantonio","3",2
926,"#sanantonio","26",4
927,"#sandiego","33",12
928,"#sandiego","37",3
929,"#sandiego","36",5
930,"#sanfrancisco","21",8
931,"#sanfrancisco","33",13
932,"#sanfrancisco","23",5
933,"#sars","24",8
934,"#sars","26",24
935,"#saturday","33",7
936,"#saturdaymorning","33",23
937,"#saturdaymorning","31",6
938,"#saturdaymotivation","30",8
939,"#saturdaymotivation","34",5
940,"#saturdaythoughts","33",25
941,"#sba","26",8
942,"#scams","31",17
943,"#school","20",2
944,"#school","33",6
945,"#science","33",10
946,"#science","30",6
947,"#science","0",11
948,"#scientists","5",4
949,"#scientists","20",5
950,"#scotus","11",3
951,"#scotus","31",2
952,"#scotus","12",3
953,"#seattle","30",20
954,"#security","11",2
955,"#security","33",12
956,"#selfcare","33",12
957,"#selfcare","34",10
958,"#selfie","38",7
959,"#selfisolation","33",16
960,"#selfquarantine","27",3
961,"#selfquarantine","33",7
962,"#selfquarantine","30",5
963,"#seniors","18",65
964,"#seo","1",12
965,"#seo","34",5
966,"#share","33",12
967,"#shelteringinplace","33",5
968,"#shelterinplace","33",68
969,"#shopping","38",11
970,"#shutdown","33",16
971,"#sleep","30",8
972,"#slowthespread","33",12
973,"#slowthespread","8",3
974,"#smallbiz","11",12
975,"#smallbiz","34",13
976,"#smallbusiness","27",24
977,"#smallbusiness","11",19
978,"#smallbusiness","34",15
979,"#smallbusinesses","17",2
980,"#smallbusinesses","34",13
981,"#smartnews","32",115
982,"#smartnews","30",46
983,"#smartnews","2",41
984,"#smh","20",12
985,"#snap","33",5
986,"#snap","36",1
987,"#snl","33",17
988,"#snlathome","10",5
989,"#snlathome","33",17
990,"#snlathome","39",4
991,"#social distancing","20",4
992,"#social distancing","33",9
993,"#socialdistanacing","33",36
994,"#socialdistance","33",28
995,"#socialdistancingnow","33",9
996,"#socialmedia","10",8
997,"#socialmedia","17",5
998,"#socialmedia","33",18
999,"#solidarity","6",10
1000,"#southkorea","19",13
1001,"#sports","33",4
1002,"#sports","14",13
1003,"#startrek","30",10
1004,"#startup","34",11
1005,"#startups","25",5
1006,"#startups","34",19
1007,"#stateofemergency","33",28
1008,"#stayathome","33",432
1009,"#stayathome","30",83
1010,"#stayathomeorder","30",16
1011,"#stayathomeorder","38",6
1012,"#stayhealthy","33",18
1013,"#stayhome","33",836
1014,"#stayhomemn","36",26
1015,"#stayhomesavelives","33",143
1016,"#stayhomestaysafe","33",46
1017,"#stayinghome","22",8
1018,"#staysafe","33",198
1019,"#staystrong","33",5
1020,"#staystrong","22",8
1021,"#staystrong","6",12
1022,"#stem","9",6
1023,"#stem","14",2
1024,"#stimulus","26",26
1025,"#stimuluscheck","26",32
1026,"#stimuluscheck","33",13
1027,"#stimuluschecks","26",26
1028,"#stimulusdeposit","26",8
1029,"#stl","1",8
1030,"#stockmarket","1",16
1031,"#stocks","0",10
1032,"#stopthespread","17",22
1033,"#stopthespread","33",36
1034,"#stress","34",19
1035,"#strongertogether","30",9
1036,"#students","14",7
1037,"#summer","13",1
1038,"#summer","14",6
1039,"#sundaymorning","33",11
1040,"#supplychain","1",10
1041,"#supplychain","34",15
1042,"#surgeongeneral","18",6
1043,"#sweden","3",13
1044,"#takeout","33",7
1045,"#taskforce","0",10
1046,"#tax","10",4
1047,"#tax","27",4
1048,"#tax","1",11
1049,"#tbt","30",25
1050,"#tds","0",7
1051,"#teachers","2",3
1052,"#teachers","39",12
1053,"#tech","10",23
1054,"#tech","9",37
1055,"#technews","9",13
1056,"#technology","10",13
1057,"#technology","9",33
1058,"#telehealth","10",17
1059,"#telehealth","7",20
1060,"#telehealth","34",24
1061,"#telemedicine","34",14
1062,"#telemedicine","39",15
1063,"#tennessee","4",11
1064,"#testing","15",20
1065,"#testing","9",9
1066,"#texas","33",16
1067,"#texas","36",44
1068,"#tgif","33",4
1069,"#tgif","22",4
1070,"#thailand","23",3
1071,"#thailand","6",8
1072,"#thankful","33",7
1073,"#thankfulthursday","33",12
1074,"#therona","33",12
1075,"#thetalktrap","33",13
1076,"#thursdaymorning","30",12
1077,"#thursdaymotivation","33",16
1078,"#thursdaythoughts","33",11
1079,"#thursdaythoughts","30",29
1080,"#tigerking","33",17
1081,"#tigerking","0",7
1082,"#tiktok","33",65
1083,"#tips","12",7
1084,"#togetherathome","33",8
1085,"#toiletpaper","38",26
1086,"#topbuzz","5",27
1087,"#topbuzz","16",13
1088,"#topbuzz","2",21
1089,"#transportation","33",2
1090,"#transportation","30",5
1091,"#travel","10",12
1092,"#travel","33",16
1093,"#travel","23",11
1094,"#trending","27",3
1095,"#trending","0",11
1096,"#trump","0",480
1097,"#trump ..","0",14
1098,"#trump administration","39",8
1099,"#trump's","0",27
1100,"#trump2020","0",30
1101,"#trumpburialpits","0",37
1102,"#trumpgenocide","25",11
1103,"#trumpgenocide","0",8
1104,"#trumpisaloser","0",15
1105,"#trumpistheworstpresidentever","0",15
1106,"#trumpliedpeopledied","17",9
1107,"#trumpliedpeopledied","33",5
1108,"#trumpliesamericansdie","25",15
1109,"#trumpliesamericansdie","0",28
1110,"#trumpliespeopledie","0",27
