id,"term","category",weight
120,"waiving","13",0.222222222222222
121,"tough times","13",0.2
122,"control","13",0.100436681222707
123,"dealing with","13",0.039426523297491
124,"hunger","13",0.833333333333333
125,"#hospitals","13",0.0666666666666667
126,"priority","13",0.025
127,"#leaders","13",0.363636363636364
128,"bubble","13",0.0555555555555556
129,"report","13",0.00553505535055351
130,"distress","13",0.5625
131,"chaos","13",0.0714285714285714
132,"nme","13",0.0303030303030303
133,"farms","13",0.454545454545455
134,"broad","13",0.588235294117647
135,"climate","13",1
136,"publix","13",0.333333333333333
137,"takes","13",0.149019607843137
138,"humanity","13",0.113636363636364
139,"tune in tomorrow","13",0.166666666666667
140,"penny","13",0.0666666666666667
141,"institute","13",0.3
142,"society","13",0.225563909774436
143,"global","13",0.239001189060642
144,"uncertainty","13",0.24025974025974
145,"rebuild","13",0.777777777777778
146,"whining","13",0.222222222222222
147,"giant","13",0.15625
148,"stranded","13",0.5
149,"tenants","13",0.633333333333333
150,"acquire","13",0.142857142857143
151,"los","13",0.785714285714286
152,"health","13",0.203368683718029
153,"minimizing","13",0.5
154,"separated","13",0.3
155,"plans","13",0.236641221374046
156,"moves","13",0.453125
157,"responses","13",0.301369863013699
158,"gardens","13",0.166666666666667
159,"bills","13",0.00952380952380952
160,"#bailoutpeoplenotcorporations","13",0.0833333333333333
161,"alter","13",1
162,"nnlet","13",0.142857142857143
163,"barriers","13",0.692307692307692
164,"clinton","13",0.0416666666666667
165,"alarm","13",0.296296296296296
166,"responding","13",0.138576779026217
167,"consumers","13",0.185185185185185
168,"resolve","13",0.769230769230769
169,"worsen","13",0.5625
170,"colleges","13",0.0740740740740741
171,"crashing","13",0.1
172,"nmore","13",0.428571428571429
173,"aliens","13",0.285714285714286
174,"equity","13",1
175,"weak","13",0.0625
176,"general public","13",0.391304347826087
177,"response","13",0.0109322805952019
178,"designed","13",0.62
179,"#cre","13",0.896551724137931
180,"facing","13",0.873417721518987
181,"family members","13",0.0444444444444444
182,"egg","13",0.25
183,"herald","13",0.0666666666666667
184,"operational","13",0.205882352941176
185,"damages","13",0.5
186,"prompts","13",0.0625
187,"due","13",0.0864672786496891
188,"conditions","13",0.318840579710145
189,"profound","13",0.3
190,"strengthen","13",0.454545454545455
191,"criticizing","13",1
192,"forefront","13",0.210526315789474
193,"disasters","13",0.833333333333333
194,"higher education","13",0.909090909090909
195,"bioweapon","13",0.15
196,"talking about","13",0.00347222222222222
197,"christian","13",0.06
198,"slowing down","13",0.0344827586206897
199,"vision","13",0.652173913043478
200,"blow","13",0.432432432432432
201,"lawyers","13",0.727272727272727
202,"ai","13",0.0256410256410256
203,"organizations","13",0.213836477987421
204,"idc","13",0.727272727272727
205,"defeat","13",0.539473684210526
206,"minimal","13",0.0769230769230769
207,"ole","13",0.142857142857143
208,"flexible","13",0.888888888888889
209,"reflecting","13",0.666666666666667
210,"leads","13",0.0175438596491228
211,"privacy","13",0.0263157894736842
212,"destruction","13",1
213,"examples","13",0.393939393939394
214,"#stayhomen","13",0.0625
215,"medicaid","13",0.25
216,"5pm","13",0.0833333333333333
217,"results","13",0.004149377593361
218,"strategy","13",0.0693069306930693
219,"habits","13",0.578947368421053
220,"at higher risk","13",0.512820512820513
221,"policies","13",0.445652173913043
222,"finding ways","13",0.875
223,"environmental","13",0.894736842105263
224,"the white house","13",0.367647058823529
225,"rural","13",0.514285714285714
226,"township","13",0.0714285714285714
227,"bolster","13",0.111111111111111
228,"epidemic","13",0.149797570850202
229,"developing","13",0.2375
230,"cope with","13",0.1375
231,", north carolina","13",0.125
232,"kroger","13",0.125
233,"prime","13",0.0384615384615385
234,"blood donations","13",0.857142857142857
235,"demands","13",0.62
236,"frequently asked questions","13",0.0625
237,"introduces","13",0.5
238,"bail","13",0.909090909090909
239,"slight","13",0.166666666666667
240,"faced","13",0.9
241,"an er","13",0.666666666666667
242,"treating","13",0.00617283950617284
243,"jobless","13",0.111111111111111
244,"issue","13",0.0699588477366255
245,"threatening","13",1
246,"literal","13",0.846153846153846
247,"freedom","13",0.75
248,"change","13",0.29512893982808
249,"post","13",0.0251141552511416
250,"baseball","13",0.03125
251,"you'll","13",0.0238095238095238
252,"anticipating","13",0.875
253,"stay-at-home orders","13",0.0769230769230769
254,"urban","13",0.7
255,"loop","13",0.2
256,"step up","13",1
257,"worries","13",0.295454545454545
258,"job losses","13",0.285714285714286
259,"company's","13",0.230769230769231
260,"twisted","13",0.3
261,"choices","13",0.16
262,"responsibilities","13",1
263,"enormous","13",0.1
264,"destructive","13",0.7
265,"stat","13",0.0714285714285714
266,"basic","13",0.0238095238095238
267,"applauds","13",0.833333333333333
268,"plan","13",0.24025974025974
269,"arrests","13",0.0555555555555556
270,"rikers","13",0.25
271,"israeli","13",0.230769230769231
272,"#anxiety","13",0.025
273,"#church","13",0.111111111111111
274,"challenges","13",0.815217391304348
275,"expert","13",0.0414201183431953
276,"solve","13",0.288461538461538
277,"urgently","13",0.111111111111111
278,"havent","13",1
279,"crises","13",1
280,"problems","13",0.141304347826087
281,"risk of contracting","13",0.9
282,"resignation","13",1
283,"manner","13",0.888888888888889
284,"commerce","13",0.666666666666667
285,"nnthat's","13",0.153846153846154
286,"health insurance","13",0.962962962962963
287,"labor","13",0.0967741935483871
288,"learn","13",0.0382978723404255
289,"aspect","13",0.111111111111111
290,"new york times","13",0.15
291,"government's response","13",0.0625
292,"improving","13",0.714285714285714
293,"stepping","13",0.1
294,"barr","13",0.166666666666667
295,"telemedicine","13",0.027027027027027
296,"protocols","13",0.037037037037037
297,"mounting","13",0.272727272727273
298,"from financial hardship","13",1
299,"reassure","13",0.466666666666667
300,"wallet","13",0.875
301,"safeguard","13",1
302,"#restaurants","13",0.0625
303,"graphic","13",0.511111111111111
304,"dealing w /","13",0.818181818181818
305,"rethink","13",0.944444444444444
306,"network","13",0.0235294117647059
307,"# 1","13",0.0166666666666667
308,"candidates","13",0.153846153846154
309,"version","13",0.00980392156862745
310,"fbi","13",0.428571428571429
311,"grandchildren","13",0.888888888888889
312,"shadow","13",0.8
313,"limited","13",0.0137931034482759
314,"forward","13",0.5
315,"explains","13",0.10077519379845
316,"library","13",0.0408163265306122
317,"stopped","13",0.175
318,"residential","13",0.1
319,"beef","13",0.1
320,"craziness","13",0.0465116279069767
321,"hold my beer","13",0.0769230769230769
322,"issues","13",0.105740181268882
323,"harm","13",0.285714285714286
324,"forever","13",0.691358024691358
325,"unemployment","13",0.27
326,"politicize","13",0.571428571428571
327,"stresses","13",0.142857142857143
328,"security","13",0.38655462184874
329,"profiteers","13",0.125
330,"spotlight","13",0.692307692307692
331,"first responders","13",0.058252427184466
332,"changing","13",0.403508771929825
333,"violence","13",0.95
334,"corporate","13",0.212121212121212
335,"faculty and staff","13",0.666666666666667
336,"respond","13",0.419230769230769
337,"schedule","13",0.0125
338,"#disneyplus","13",0.0909090909090909
339,"illustrates","13",0.583333333333333
340,"reset","13",0.8
341,"crunch","13",0.625
342,"amid","13",0.0493506493506493
343,"activated","13",0.04
344,"discrimination","13",0.857142857142857
345,"nnan","13",0.625
346,"stigma","13",0.285714285714286
347,"deals","13",0.341463414634146
348,"fearful","13",0.2
349,"records","13",0.0238095238095238
350,"risk","13",0.0889679715302491
351,"protect","13",0.473609129814551
352,"#supplychain","13",0.518518518518518
353,"cyber","13",0.0454545454545454
354,"francisco ::","13",1
355,"cultural","13",0.833333333333333
356,"easing","13",0.941176470588235
357,"usual","13",0.037037037037037
358,"remarkable","13",0.25
359,"argues","13",0.333333333333333
360,"meantime","13",0.2
361,"construction industry","13",1
362,"best interest","13",0.666666666666667
363,"complex","13",0.193548387096774
364,"taking","13",0.0988875154511743
365,"gap","13",0.214285714285714
366,");","13",0.428571428571429
367,"clear","13",0.352713178294574
368,"countless","13",0.933333333333333
369,"executive order","13",0.0384615384615385
370,"cdc guidelines","13",0.0625
371,"round-up","13",0.0588235294117647
372,"increased","13",0.025
373,"focus","13",0.133333333333333
374,"usa","13",0.00337837837837838
375,"spreads across","13",1
376,"need immediate passage","13",0.03125
377,"solution","13",0.303703703703704
378,"beating","13",0.115384615384615
379,"id","13",0.264705882352941
380,"listed","13",0.037037037037037
381,"rebound","13",0.111111111111111
382,"brought","13",0.124378109452736
383,"nature","13",0.3
384,"prolonged","13",0.214285714285714
385,"significant","13",0.235955056179775
386,"commonwealth","13",0.363636363636364
387,"utilizing","13",0.8
388,"adopt","13",0.161290322580645
389,"creating","13",0.33695652173913
390,"mouse","13",0.75
391,"#worldwaterday","13",1
392,"#aca","13",1
393,"systems","13",0.571428571428571
394,"confront","13",0.233333333333333
395,"escalating","13",0.0588235294117647
396,"long-term","13",0.678571428571429
397,"germany","13",0.0172413793103448
398,"#emergency","13",0.05
399,"#cure","13",0.0909090909090909
400,"career","13",0.161290322580645
401,"surveillance","13",1
402,"ups","13",0.0416666666666667
403,"flexibility","13",0.954545454545455
404,"climate change","13",0.939393939393939
405,"ethical","13",0.384615384615385
406,"threatens","13",0.289473684210526
407,"ongoing","13",0.5
408,"nba","13",0.02
409,"quickly","13",0.428571428571429
410,"experts say","13",0.790322580645161
411,"advertising","13",0.448275862068966
412,"insurers","13",0.555555555555556
413,"take action","13",0.0588235294117647
414,"rare","13",0.296296296296296
415,"assuming","13",0.0303030303030303
416,"grief","13",0.352941176470588
417,"brand","13",0.025
418,"political","13",0.214285714285714
419,"those most vulnerable","13",0.857142857142857
420,"resilient","13",0.807692307692308
421,"release","13",0.427184466019417
422,"fighters","13",0.166666666666667
423,"politicizing","13",0.571428571428571
424,"public health crisis","13",0.733333333333333
425,"lives","13",0.0952380952380952
426,"iran","13",0.00819672131147541
427,"the turner report","13",0.176470588235294
428,"seattle","13",0.00746268656716418
429,"combating","13",0.456521739130435
430,"today's","13",0.00357142857142857
431,"urgent","13",0.142857142857143
432,"presents","13",0.745098039215686
433,"profit off","13",0.6
434,"critical","13",0.14
435,"revealing","13",0.733333333333333
436,"financial","13",0.146464646464646
437,"therapy","13",0.0344827586206897
438,"observe","13",0.333333333333333
439,"people with disabilities","13",0.129032258064516
440,"caused by","13",0.425925925925926
441,"socially","13",0.0833333333333333
442,"institutions","13",0.103448275862069
443,"cards","13",0.0384615384615385
444,"horse","13",0.0833333333333333
445,"pandemic","13",0.157973990417522
446,"drafted","13",0.166666666666667
447,"mere","13",0.25
448,"k-12","13",0.875
449,"threats","13",0.515151515151515
450,"blogs","13",0.1
451,"economic","13",0.59622641509434
452,"emerging","13",0.294117647058823
453,"#worstpresidentinhistory","13",0.125
454,"address","13",0.35792349726776
455,"will no longer","13",0.363636363636364
456,"crisis","13",0.176868556701031
457,"telecommuting","13",0.0833333333333333
458,"nnimagine","13",1
459,"#challenge","13",0.444444444444444
460,"situation","13",0.131268436578171
461,"defeating","13",1
462,"jails and prisons","13",0.416666666666667
463,"threat","13",0.382022471910112
464,"hospitalized","13",0.0045662100456621
465,"robust","13",0.0625
466,"suspends","13",0.0943396226415094
467,"spreads","13",0.345238095238095
468,"#smh","13",0.0625
469,"most vulnerable","13",0.0363636363636364
470,"increasing","13",0.0421052631578947
471,"danger","13",0.452380952380952
472,"rome","13",0.7
473,"eager","13",1
474,"i'd rather","13",1
475,"disruption","13",0.0181818181818182
476,"staffing","13",0.1875
477,"puts","13",0.311111111111111
478,"psychological","13",0.3
479,"bath","13",0.0833333333333333
480,"doubles","13",0.555555555555556
481,"property","13",0.371428571428571
482,"principles","13",0.555555555555556
483,"war against","13",0.0256410256410256
484,"mishandling","13",0.0714285714285714
485,"industry","13",0.147435897435897
486,"widespread testing","13",1
487,"fellow americans","13",0.888888888888889
488,"nevada","13",0.0144927536231884
489,"#nurses","13",0.181818181818182
490,"deal","13",0.168067226890756
491,"frontlines","13",0.220338983050847
492,"fm","13",0.0666666666666667
493,"regulation","13",0.0909090909090909
494,"companies","13",0.247311827956989
495,"gdp","13",0.1
496,"policymakers","13",1
497,"unique","13",0.659090909090909
498,"self quarantining","13",1
499,"mobilize","13",0.105263157894737
500,"dna","13",0.0909090909090909
501,"shield","13",0.888888888888889
502,"tensions","13",0.75
503,"inequality","13",0.266666666666667
504,"exist","13",0.8125
505,"unfortunate","13",0.107142857142857
506,"when it comes","13",0.172839506172839
507,"vulnerable","13",0.21830985915493
508,"lessons","13",0.22680412371134
509,"promote","13",0.184210526315789
510,"deliveries","13",0.0666666666666667
511,"key","13",0.128342245989305
512,"behavior","13",0.578125
513,"wifi","13",0.3
514,"conduct","13",0.037037037037037
515,"racial","13",0.0909090909090909
516,"meet","13",0.375
517,"incarcerated","13",0.685714285714286
518,"suburban","13",0.846153846153846
519,"remedies","13",1
520,"sneeze","13",0.0555555555555556
521,"lifelong","13",0.857142857142857
522,"being laid off","13",0.181818181818182
523,"questioning","13",0.0714285714285714
524,"jus","13",0.0909090909090909
525,"forbes","13",0.176470588235294
526,"action","13",0.270992366412214
527,"handling","13",0.0244755244755245
528,"presented by","13",0.416666666666667
529,"economy","13",0.083969465648855
530,"#newyorkcity","13",0.0769230769230769
531,"hanging out with","13",0.111111111111111
532,"risks","13",0.375
533,"america's","13",0.361111111111111
534,"overlooked","13",0.833333333333333
535,"here's","13",0.071097372488408
536,"national","13",0.00636942675159236
537,"lick","13",0.466666666666667
538,"isolating","13",0.0384615384615385
539,"define","13",1
540,"operators","13",0.8
541,"improvise","13",0.777777777777778
542,"cheese","13",0.0588235294117647
543,"list","13",0.001953125
544,"balancing","13",1
545,"lists","13",0.2
546,"mayor's","13",0.125
547,"tell congress","13",0.666666666666667
548,"governance","13",0.916666666666667
549,"center","3",0.0371352785145889
550,"executive order","3",0.326923076923077
551,"acute","3",0.0769230769230769
552,"dallas county","3",0.130434782608696
553,"republic","3",0.222222222222222
554,"patrons","3",0.857142857142857
555,"efficiently","3",0.166666666666667
556,"restrictions","3",0.364754098360656
557,"1/2","3",0.048780487804878
558,"cuts","3",0.58
559,"adjusting","3",0.702127659574468
560,"deliveries","3",0.466666666666667
561,"pussy","3",0.0555555555555556
562,"urges","3",0.56043956043956
563,"forced","3",0.348684210526316
564,"vietnam","3",0.111111111111111
565,"reader","3",0.333333333333333
566,"sales","3",0.223140495867769
567,"which means","3",0.125
568,"washington state","3",0.0121951219512195
569,"wishing","3",0.0208333333333333
570,"salons","3",1
571,"retailers","3",0.878048780487805
572,"safety","3",0.0327102803738318
573,"mar-a-lago","3",1
574,"pennsylvania","3",0.153846153846154
575,"vancouver","3",0.25
576,"meetings","3",0.0416666666666667
577,"#portland","3",0.5
578,"turned into","3",0.0714285714285714
579,"hire","3",0.615384615384615
580,"stations","3",0.166666666666667
581,"austin","3",0.117021276595745
582,"court","3",0.28125
583,"employee","3",0.0148148148148148
584,"sky","3",0.217391304347826
585,"light","3",0.0997375328083989
586,"#seo","3",0.0555555555555556
587,"calif","3",0.0769230769230769
588,"essentials","3",0.129032258064516
589,"#essential","3",0.444444444444444
590,"to report suspected","3",1
591,"can't believe","3",0.0833333333333333
592,"gyms","3",1
593,"plans","3",0.00381679389312977
594,"string","3",0.142857142857143
595,"stability","3",0.333333333333333
596,"doesn't mean","3",0.681818181818182
597,"#tuesdaymotivation","3",0.4
598,"fitness","3",0.272727272727273
599,"il","3",0.173913043478261
600,"school districts","3",0.285714285714286
601,"bars , restaurants","3",0.75
602,"requesting","3",0.0526315789473684
603,"factories","3",0.894736842105263
604,"march 16","3",0.0833333333333333
605,"bay","3",0.418604651162791
606,"unused","3",0.166666666666667
607,"portland","3",0.7
608,"especially vulnerable","3",0.0714285714285714
609,"anthony fauci","3",0.0833333333333333
610,"virtual visits","3",0.142857142857143
611,"bench","3",0.428571428571429
612,"limits","3",0.592592592592593
613,"depending","3",0.5625
614,"pto","3",0.888888888888889
615,"gathering","3",0.260869565217391
616,"precautions","3",0.272189349112426
617,"3/22 / 2020","3",0.272727272727273
618,"single mom","3",1
619,"burns","3",0.166666666666667
620,"schools","3",0.780327868852459
621,"#ohio","3",0.0131578947368421
622,"#schoolclosures","3",0.933333333333333
623,"resulted","3",0.5
624,"questions about private","3",1
625,"branches","3",0.928571428571429
626,"lifted","3",0.923076923076923
627,"wake","3",0.154205607476636
628,"millions of americans","3",0.333333333333333
629,"kaiser","3",0.357142857142857
630,"spaces","3",0.65
631,"shuttered","3",1
632,"homeless","3",0.2
633,"northwest","3",0.666666666666667
634,"adopting","3",0.909090909090909
635,"borders","3",0.75
636,"weirdest","3",0.375
637,"shock","3",0.0769230769230769
638,"days","3",0.00123609394313968
639,"liquor","3",0.272727272727273
640,"#arizona","3",0.185185185185185
641,"suspending","3",0.0444444444444444
642,"non-essential businesses","3",0.666666666666667
643,"socal","3",0.9
644,"nwith","3",0.117647058823529
645,"npr","3",0.558139534883721
646,"accepting","3",0.428571428571429
647,"medically","3",0.0714285714285714
648,"sounding","3",0.0769230769230769
649,"concerns","3",0.354969574036511
650,"closes","3",1
651,"#orlando","3",1
652,"campuses","3",0.777777777777778
653,"propose","3",0.0714285714285714
654,"vendors","3",0.333333333333333
655,"adoption","3",1
656,"tourists","3",0.571428571428571
657,"ports","3",1
658,"economic impact","3",0.0972222222222222
659,"carryout","3",1
660,"affecting its hospitals","3",0.0357142857142857
661,"disruptions","3",0.257142857142857
662,"mall","3",1
663,"initiatives","3",0.0434782608695652
664,"closing","3",0.996212121212121
665,"until further notice","3",0.521739130434783
666,"way too much","3",0.285714285714286
667,"adjust","3",0.113207547169811
668,"#drfauci","3",0.0204081632653061
669,"business owner","3",0.8
670,"bank","3",0.0175438596491228
671,"province","3",0.1
672,"dine-in","3",1
673,"windows","3",0.76
674,"agency","3",0.0461538461538462
675,"fishing","3",0.272727272727273
676,"occurring","3",0.545454545454545
677,"dentists","3",0.384615384615385
678,"farms","3",0.363636363636364
679,"research","3",0.0029585798816568
680,"book","3",0.0143884892086331
681,"gamestop","3",1
682,"richmond","3",0.0833333333333333
683,"dodge","3",0.0909090909090909
684,"orders","3",0.108108108108108
685,"improvement","3",0.125
686,"emergency declaration","3",0.0666666666666667
687,"services","3",0.334190231362468
688,"beard","3",0.0689655172413793
689,"re-open","3",1
690,"#restaurants","3",0.6875
691,"locations","3",0.557142857142857
692,"library","3",0.653061224489796
693,"cycling","3",0.75
694,"midnight","3",0.0416666666666667
695,"closure","3",0.565656565656566
696,"revised","3",0.153846153846154
697,"stranded","3",0.2
698,"marco","3",0.1
699,"mexico","3",0.551020408163265
700,"shelter","3",0.351351351351351
701,"districts","3",0.428571428571429
702,"offices","3",0.985294117647059
703,"libraries","3",0.933333333333333
704,"garage","3",0.307692307692308
705,"attorney","3",0.294117647058823
706,"link in bio","3",0.571428571428571
707,"cannabis","3",0.216216216216216
708,"temporarily closed","3",0.368421052631579
709,"clark","3",0.647058823529412
710,"consumers","3",0.203703703703704
711,"atlanta","3",0.48
712,"sars-cov-2","3",0.0327868852459016
713,"containers","3",0.666666666666667
714,"factory","3",1
715,"prompted","3",0.533333333333333
716,"shutting down","3",0.45
717,"chef","3",0.15
718,"nmore","3",0.142857142857143
719,"campus","3",0.302752293577982
720,"r . e","3",0.142857142857143
721,"nnto","3",0.3125
722,"destroyed","3",0.0384615384615385
723,"general public","3",0.565217391304348
724,"detroit","3",0.113636363636364
725,"exposure","3",0.224598930481283
726,"facilities","3",0.389705882352941
727,"system","3",0.0956175298804781
728,"cleaning","3",0.243589743589744
729,"pick-up","3",1
730,"2 weeks","3",0.137254901960784
731,"health care worker","3",0.0625
732,"mandates","3",0.2
733,"forgot","3",0.0238095238095238
734,"sundays","3",1
735,"couples","3",0.1
736,"charleston","3",0.733333333333333
737,"safety precautions","3",0.8
738,"restaurants","3",0.6875
739,"resort","3",0.739130434782609
740,"courts","3",0.03125
741,"starbucks","3",0.428571428571429
742,"filing for unemployment","3",0.857142857142857
743,"no longer","3",0.125
744,"shops","3",1
745,"working remotely","3",0.0851063829787234
746,"dorms","3",0.25
747,"commission","3",0.53125
748,"businesses","3",0.427914110429448
749,"sanitizing","3",0.529411764705882
750,"clinic","3",0.0128205128205128
751,"wary","3",0.166666666666667
752,"restriction","3",1
753,"ontario","3",0.0625
754,"public gatherings","3",0.888888888888889
755,"shut down due","3",0.125
756,"#uk","3",0.5
757,"china reports zero","3",1
758,"western","3",0.259259259259259
759,"suggests","3",0.0188679245283019
760,"procedures","3",0.346938775510204
761,"population control","3",0.0833333333333333
762,"policies","3",0.369565217391304
763,"service providers","3",0.666666666666667
764,"stores","3",0.945544554455445
765,"area","3",0.185770750988142
766,"barbershops","3",1
767,"hours","3",0.356353591160221
768,"indie","3",0.8
769,"district","3",0.173228346456693
770,"waffle house","3",1
771,"temporarily close","3",1
772,"child care","3",0.487179487179487
773,"impacted","3",0.115044247787611
774,"very cool","3",0.125
775,"temple","3",1
776,"administrative","3",0.818181818181818
777,"university","3",0.0101010101010101
778,"photos","3",0.0821917808219178
779,"mexican","3",0.210526315789474
780,"target","3",0.0930232558139535
781,"self-isolating","3",0.032258064516129
782,"#sad","3",0.176470588235294
783,"list","3",0.076171875
784,"attorneys","3",0.0344827586206897
785,"pressing","3",0.416666666666667
786,"budgets","3",0.111111111111111
787,"reusable","3",0.111111111111111
788,"carry","3",0.0140845070422535
789,"war","3",0.0045045045045045
790,"food distribution","3",0.454545454545455
791,"file for unemployment","3",0.533333333333333
792,"fish","3",0.291666666666667
793,"giving away","3",0.6
794,"bookstore","3",0.875
795,"temporarily","3",0.92
796,"extended","3",0.459459459459459
797,"weed","3",0.1
798,"cities","3",0.169491525423729
799,"north","3",0.242857142857143
800,"changed","3",0.157534246575342
801,"zone","3",0.5
802,"playgrounds","3",0.944444444444444
803,"income","3",0.506849315068493
804,"immigration","3",0.884615384615385
805,"metal","3",0.0555555555555556
806,"madison","3",0.266666666666667
807,"fixed","3",0.0476190476190476
808,"new jersey","3",0.0229885057471264
809,"dealers","3",0.166666666666667
810,"30 days","3",0.527777777777778
811,"shift","3",0.458823529411765
812,"canada","3",0.683673469387755
813,"centers","3",0.18348623853211
814,"law","3",0.0698924731182796
815,"march 26","3",0.05
816,"shopping","3",0.128440366972477
817,"pubs","3",0.857142857142857
818,"sc","3",0.166666666666667
819,"assure","3",0.05
820,"restaurants , bars","3",0.857142857142857
821,"new domestic cases","3",1
822,"victoria","3",0.818181818181818
823,"risk of contracting","3",0.05
824,"truckers","3",0.521739130434783
825,"relative","3",0.0476190476190476
826,"subscriptions","3",0.888888888888889
827,"circle","3",0.0625
828,"considered an essential","3",1
829,"clubs","3",0.956521739130435
830,"does anyone know","3",0.0434782608695652
831,"#pennsylvania","3",0.25
832,"new england","3",1
833,"restrict","3",0.8
834,"adapt","3",0.351851851851852
835,"wood","3",0.0833333333333333
836,"protocols","3",0.388888888888889
837,"relief bill","3",0.00617283950617284
838,"montgomery","3",1
839,"shelters","3",0.32258064516129
840,"restricting","3",1
841,"bookmark","3",0.0909090909090909
842,"city","3",0.122060470324748
843,"daycare","3",0.928571428571429
844,"holiday","3",0.117647058823529
845,"limiting","3",0.0666666666666667
846,"city hall","3",0.8125
847,"toilet paper","3",0.0317460317460317
848,"crossing","3",0.142857142857143
849,"transformed","3",0.272727272727273
850,"air force","3",0.0833333333333333
851,"limited","3",0.172413793103448
852,"online","3",0.0809859154929577
853,"restaurant","3",0.531531531531532
854,"experience","3",0.0172413793103448
855,"dallas","3",0.410714285714286
856,"casino","3",1
857,"#florida","3",0.15
858,"offer","3",0.306306306306306
859,"been laid off","3",0.666666666666667
860,"#money","3",0.0625
861,"pizza","3",0.277777777777778
862,"cease","3",0.111111111111111
863,"staffed","3",0.4
864,"#dyk","3",0.75
865,"oncology","3",0.111111111111111
866,"grapple with","3",1
867,"sunset","3",0.0769230769230769
868,"colorado","3",0.155172413793103
869,"border","3",0.977272727272727
870,"surplus","3",0.2
871," north carolina","3",1
872,"denver","3",0.675
873,"rules","3",0.147540983606557
874,"solar","3",0.5
875,"regularly","3",0.291666666666667
876,"dollar general","3",1
